"mill_cd","codes","type","code_type","dscr","tax_dist","name","curr","tot_mill","percent_rounded"
"000168","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","106.293000","0.00"
"000170","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.253000","0.00"
"000180","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","75.816000","0.00"
"000182","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","84.355000","0.00"
"000183","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","86.205000","0.00"
"000184","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","90.031000","0.00"
"000186","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","88.816000","0.00"
"000187","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","79.816000","0.00"
"000188","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","86.788000","0.00"
"000189","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","95.063000","0.00"
"000190","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","85.816000","0.00"
"000191","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","95.433000","0.00"
"000193","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","85.816000","0.00"
"000194","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","92.008000","0.00"
"000195","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","93.858000","0.00"
"000201","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","80.216000","0.00"
"000203","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","90.931000","0.00"
"000206","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","96.333000","0.00"
"000210","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.153000","0.00"
"000211","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","95.963000","0.00"
"000222","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","120.502000","0.00"
"000234","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","152.352000","0.00"
"000237","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","107.332000","0.00"
"000240","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","85.119000","0.00"
"000241","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","175.243000","0.00"
"000248","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","137.332000","0.00"
"000250","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","81.216000","0.00"
"000253","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","96.963000","0.00"
"000254","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","88.302000","0.00"
"000260","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.016000","0.00"
"000264","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","87.937000","0.00"
"000266","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","90.222000","0.00"
"000267","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","81.222000","0.00"
"000268","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","93.339000","0.00"
"000270","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","106.339000","0.00"
"000350","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.616000","0.00"
"000351","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","110.656000","0.00"
"000352","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.016000","0.00"
"000410","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","80.216000","0.00"
"000412","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","80.722000","0.00"
"000413","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","91.437000","0.00"
"000414","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","90.931000","0.00"
"000415","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","96.333000","0.00"
"000416","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","96.839000","0.00"
"000420","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","97.318000","0.00"
"000421","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","96.418000","0.00"
"000422","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","88.406000","0.00"
"000423","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.221000","0.00"
"000430","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.318000","0.00"
"000532","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","92.454000","0.00"
"000676","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","161.091000","0.00"
"000677","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","161.091000","0.00"
"000678","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","165.204000","0.00"
"000679","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","148.957000","0.00"
"000680","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.957000","0.00"
"000682","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","140.204000","0.00"
"000683","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","115.204000","0.00"
"000685","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","111.091000","0.00"
"000687","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.957000","0.00"
"000688","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","111.091000","0.00"
"000689","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","115.204000","0.00"
"000691","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","115.204000","0.00"
"000692","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","123.957000","0.00"
"000695","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.957000","0.00"
"000696","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","148.957000","0.00"
"000697","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","165.204000","0.00"
"000700","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","123.290000","0.00"
"000701","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","122.290000","0.00"
"000702","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","123.290000","0.00"
"000703","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","123.290000","0.00"
"000704","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","122.290000","0.00"
"000810","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","92.053000","0.00"
"000820","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","84.537000","0.00"
"000821","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","100.654000","0.00"
"000822","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.752000","0.00"
"000824","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.499000","0.00"
"000825","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.358000","0.00"
"000826","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.154000","0.00"
"000827","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","88.537000","0.00"
"000862","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","125.568000","0.00"
"000872","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","105.154000","0.00"
"000874","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","105.358000","0.00"
"000876","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.784000","0.00"
"000878","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","105.154000","0.00"
"000952","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.752000","0.00"
"001015","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","110.755000","0.00"
"001016","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.957000","0.00"
"001017","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","110.755000","0.00"
"001018","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.957000","0.00"
"001350","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","64.464000","0.00"
"001351","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","56.948000","0.00"
"001352","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","68.453000","0.00"
"001353","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","65.726000","0.00"
"001354","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","69.072000","0.00"
"001355","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","63.213000","0.00"
"001356","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","61.807000","0.00"
"001357","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","69.323000","0.00"
"001365","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","70.729000","0.00"
"001366","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","70.910000","0.00"
"001370","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","91.356000","0.00"
"001371","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","92.762000","0.00"
"001383","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","109.216000","0.00"
"001384","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","110.378000","0.00"
"001385","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","127.306000","0.00"
"001389","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","115.187000","0.00"
"001392","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","118.368000","0.00"
"001393","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","160.368000","0.00"
"001394","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","162.368000","0.00"
"001395","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","118.368000","0.00"
"001396","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","118.368000","0.00"
"001399","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","161.838000","0.00"
"001400","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","111.053000","0.00"
"001402","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","111.053000","0.00"
"001404","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","168.048000","0.00"
"001405","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","97.306000","0.00"
"001406","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","107.872000","0.00"
"001407","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","164.010000","0.00"
"001410","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","106.872000","0.00"
"001411","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","172.899000","0.00"
"001412","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","128.368000","0.00"
"001413","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","93.125000","0.00"
"001414","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","115.187000","0.00"
"001417","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","174.157000","0.00"
"001418","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","94.125000","0.00"
"001419","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","172.214000","0.00"
"001420","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","172.904000","0.00"
"001421","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","175.404000","0.00"
"001422","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","110.053000","0.00"
"001423","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","124.125000","0.00"
"001424","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","93.806000","0.00"
"001425","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","94.806000","0.00"
"001426","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","106.872000","0.00"
"001427","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","106.872000","0.00"
"001428","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","110.053000","0.00"
"001429","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","109.321000","0.00"
"001430","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","110.321000","0.00"
"001431","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.107000","0.00"
"001432","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","93.273000","0.00"
"001433","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","97.673000","0.00"
"001434","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.603000","0.00"
"001435","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.603000","0.00"
"001436","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.603000","0.00"
"001437","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","127.373000","0.00"
"001438","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","127.373000","0.00"
"001439","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","172.514000","0.00"
"001440","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","114.203000","0.00"
"001441","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.603000","0.00"
"001442","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","154.603000","0.00"
"001443","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","144.203000","0.00"
"001444","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","159.223000","0.00"
"001445","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","114.203000","0.00"
"001446","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","182.114000","0.00"
"001447","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.603000","0.00"
"001448","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","195.284000","0.00"
"001449","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","142.909000","0.00"
"001450","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","173.603000","0.00"
"001451","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","98.673000","0.00"
"001452","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","94.173000","0.00"
"001453","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","94.173000","0.00"
"001454","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","94.173000","0.00"
"001455","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","97.673000","0.00"
"001456","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","95.173000","0.00"
"001457","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","95.173000","0.00"
"001458","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","102.720000","0.00"
"001459","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.720000","0.00"
"001460","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","96.773000","0.00"
"001461","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","99.361000","0.00"
"001462","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","149.623000","0.00"
"001463","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","182.114000","0.00"
"001464","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","115.187000","0.00"
"001465","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","118.368000","0.00"
"001466","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","118.368000","0.00"
"002789","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","100.378000","0.00"
"002790","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","101.784000","0.00"
"002792","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","101.784000","0.00"
"002794","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","101.278000","0.00"
"002795","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","101.784000","0.00"
"002800","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","97.671000","0.00"
"002801","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.530000","0.00"
"002802","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","97.671000","0.00"
"002803","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","97.671000","0.00"
"002805","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","113.788000","0.00"
"002806","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.530000","0.00"
"002807","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","103.530000","0.00"
"002823","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","84.537000","0.00"
"002824","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.358000","0.00"
"002826","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","100.654000","0.00"
"002828","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","100.284000","0.00"
"002829","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.358000","0.00"
"002840","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","99.387000","0.00"
"002841","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","99.387000","0.00"
"002870","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","85.537000","0.00"
"002872","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","105.154000","0.00"
"002875","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","105.358000","0.00"
"002876","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","104.784000","0.00"
"002877","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","85.537000","0.00"
"002878","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","101.654000","0.00"
"002879","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","101.284000","0.00"
"002880","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","96.671000","0.00"
"002882","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","96.671000","0.00"
"002923","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","108.329000","0.00"
"002970","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","99.387000","0.00"
"002980","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","101.784000","0.00"
"002981","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","101.784000","0.00"
"002990","100  ","C","COUNTY","BOULDER COUNTY","010008","BOULDER COUNTY SELF INSURANCE FUND","0.000000","97.671000","0.00"
